"Position","Nickname","Species","Nature","Gender","ESV","HP_Type","Ability","Move1","Move2","Move3","Move4","HeldItem","HP","ATK","DEF","SPA","SPD","SPE","MetLoc","EggLoc","Ball","OT","Version","OTLang","Legal","EC","PID","IV_HP","IV_ATK","IV_DEF","IV_SPA","IV_SPD","IV_SPE","EXP","Level","EV_HP","EV_ATK","EV_DEF","EV_SPA","EV_SPD","EV_SPE","Cool","Beauty","Cute","Smart","Tough","Sheen","NotOT","AbilityNum","GenderFlag","Form","PokerusStrain","PokerusDays","MetLevel","OriginalTrainerGender","FatefulEncounter","IsEgg","IsNicknamed","IsShiny","TID16","SID16","TSV","Move1_PP","Move2_PP","Move3_PP","Move4_PP","Move1_PPUp","Move2_PPUp","Move3_PPUp","Move4_PPUp","Relearn1","Relearn2","Relearn3","Relearn4","Checksum","Friendship","EggYear","EggMonth","EggDay","MetYear","MetMonth","MetDay"
"Black 1.sav @ [07] (BOX 7)-07: 0187 - HOPPIP - 0ECD0C4A841E.pk5","HOPPIP","Hoppip","Adamant","F","4362","Flying","Chlorophyll","Splash","Synthesis","Tail Whip","Tackle","(None)","27","15","13","12","17","18","Poké Transfer","(None)","Ultra Ball","RED","FireRed","English","True","0C4A841E","0C4A841E","5","23","1","24","10","30","560","10","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","10","0","False","False","False","False","27719","26186","321","40","5","30","35","0","0","0","0","(None)","(None)","(None)","(None)","3789","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-08: 0188 - SKIPLOOM - AD1A7E73453B.pk5","SKIPLOOM","Skiploom","Naughty","F","1897","Water","Chlorophyll","Synthesis","Sleep Powder","Cotton Spore","Mega Drain","(None)","79","36","40","33","47","53","Poké Transfer","(None)","Great Ball","WES","Colosseum/XD","English","True","7E73453B","7E73453B","23","4","18","6","31","1","21760","30","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","30","0","False","False","False","False","42772","33102","1227","5","15","40","15","0","0","0","0","(None)","(None)","(None)","(None)","44314","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-09: 0189 - JUMPLUFF - D1B70C4A841E.pk5","JUMPLUFF","Jumpluff","Adamant","F","4362","Flying","Chlorophyll","Splash","Synthesis","Tail Whip","Tackle","(None)","112","63","61","52","77","105","Poké Transfer","(None)","Ultra Ball","RED","FireRed","English","True","0C4A841E","0C4A841E","5","23","1","24","10","30","56660","40","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","40","0","False","False","False","False","27719","26186","321","40","5","30","35","0","0","0","0","(None)","(None)","(None)","(None)","53687","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-10: 0190 - AIPOM - B02BBC02C5D2.pk5","AIPOM","Aipom","Sassy","M","3898","Grass","Run Away","Scratch","Tail Whip","(None)","(None)","(None)","12","6","6","5","6","5","Poké Transfer","Day-Care Couple","Poké Ball","Ethan","SoulSilver","English","True","BC02C5D2","BC02C5D2","23","1","10","16","29","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","1","0","False","False","False","False","48623","50082","4041","35","30","0","0","0","0","0","0","(None)","(None)","(None)","(None)","45099","70","2019","11","28","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-11: 0191 - SUNKERN - 2ABBD3AB0FD9.pk5","SUNKERN","Sunkern","Naive","M","7054","Ground","Chlorophyll","Attract","(None)","(None)","(None)","(None)","18","8","9","8","7","8","Poké Transfer","(None)","Poké Ball","BRENDAN","Emerald","English","True","D3AB0FD9","D3AB0FD9","10","3","29","0","10","19","135","5","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","5","0","False","False","False","False","48605","26263","7017","15","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","10939","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-12: 0192 - SUNFLORA - 659F76F17BAF.pk5","SUNFLORA","Sunflora","Brave","M","0427","Ground","Chlorophyll","Sunny Day","Growth","Ingrain","Solar Beam","(None)","125","84","60","99","83","32","Poké Transfer","(None)","Ultra Ball","WES","Colosseum/XD","English","True","76F17BAF","76F17BAF","7","12","13","0","4","11","83335","45","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","45","0","False","False","False","False","42772","33102","1227","5","40","20","10","0","0","0","0","(None)","(None)","(None)","(None)","26015","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-13: 0193 - YANMA - 3750989DBDE0.pk5","YANMA","Yanma","Quiet","M","1199","Grass","Speed Boost","Sonic Boom","Detect","Supersonic","Uproar","(None)","73","44","35","50","36","56","Poké Transfer","(None)","Safari Ball","Lucas","Platinum","English","True","989DBDE0","989DBDE0","6","17","24","4","27","27","19683","27","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","27","0","False","False","False","False","62331","62322","1","20","5","20","10","0","0","0","0","(None)","(None)","(None)","(None)","14160","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-14: 0194 - WOOPER - 8D2D4FB6A977.pk5","WOOPER","Wooper","Quirky","F","7384","Rock","Water Absorb","Mud Shot","Slam","Mud Bomb","Amnesia","(None)","66","35","31","22","21","14","Poké Transfer","(None)","Safari Ball","Lucas","Platinum","English","True","4FB6A977","4FB6A977","9","29","12","17","12","6","17576","26","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","26","0","False","False","False","False","62331","62322","1","15","20","10","20","0","0","0","0","(None)","(None)","(None)","(None)","36141","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-15: 0195 - QUAGSIRE - BCADC03ADB8E.pk5","QUAGSIRE","Quagsire","Mild","M","0886","Flying","Damp","Mud Shot","Slam","Mud Bomb","Amnesia","(None)","95","57","53","52","44","31","Poké Transfer","(None)","Safari Ball","Lucas","Platinum","English","True","C03ADB8E","C03ADB8E","17","16","23","24","12","26","21952","28","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","28","0","False","False","False","False","62331","62322","1","15","20","10","20","0","0","0","0","(None)","(None)","(None)","(None)","48301","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-16: 0196 - ESPEON - 0E54E0A83EA2.pk5","ESPEON","Espeon","Mild","M","7105","Bug","Synchronize","Tackle","Tail Whip","Helping Hand","(None)","(None)","25","14","10","22","16","19","Poké Transfer","(None)","Poké Ball","RED","FireRed","English","True","E0A83EA2","E0A83EA2","29","21","7","1","0","14","216","6","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","6","0","False","False","False","False","27719","26186","321","35","30","20","0","0","0","0","0","(None)","(None)","(None)","(None)","3668","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-17: 0197 - UMBREON - 4011D2623ADC.pk5","UMBREON","Umbreon","Docile","M","7447","Electric","Synchronize","Tackle","Tail Whip","Helping Hand","(None)","(None)","27","14","19","14","21","13","Poké Transfer","(None)","Poké Ball","RED","FireRed","English","True","D2623ADC","D2623ADC","3","26","14","31","15","12","216","6","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","6","0","False","False","False","False","27719","26186","321","35","30","20","0","0","0","0","0","(None)","(None)","(None)","(None)","16401","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-18: 0198 - MURKROW - 0BA9A9FAC276.pk5","MURKROW","Murkrow","Hasty","F","3441","Psychic","Insomnia","Peck","Astonish","Feint Attack","(None)","(None)","12","6","5","6","6","6","Poké Transfer","Day-Care Couple","Poké Ball","Ethan","SoulSilver","English","True","A9FAC276","A9FAC276","14","29","21","27","29","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","1","0","False","False","False","False","48623","50082","4041","35","15","20","0","0","0","0","0","(None)","(None)","(None)","(None)","2985","70","2019","12","2","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-19: 0199 - SLOWKING - D4B637545DF4.pk5","SLOWKING","Slowking","Docile","M","3412","Water","Oblivious","Growl","Confusion","Disable","(None)","(None)","83","49","50","55","60","25","Poké Transfer","(None)","Great Ball","GREEN","LeafGreen","English","True","37545DF4","37545DF4","4","29","21","0","3","20","17222","25","0","1","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","25","1","False","False","False","False","9896","10540","496","40","25","20","0","0","0","0","0","(None)","(None)","(None)","(None)","54454","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-20: 0200 - MISDREAVUS - 55DEF6F4FAC3.pk5","MISDREAVUS","Misdreavus","Modest","M","0390","Ghost","Levitate","Growl","Psywave","(None)","(None)","(None)","12","5","6","6","7","6","Poké Transfer","Day-Care Couple","Poké Ball","Ethan","SoulSilver","English","True","F6F4FAC3","F6F4FAC3","25","21","4","9","30","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","1","0","False","False","False","False","48623","50082","4041","40","15","0","0","0","0","0","0","(None)","(None)","(None)","(None)","21982","70","2019","12","2","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-21: 0201 - UNOWN - 21A4077B765E.pk5","UNOWN","Unown","Quiet","-","3620","Ground","Levitate","Hidden Power","(None)","(None)","(None)","(None)","64","44","36","49","35","28","Poké Transfer","(None)","Dusk Ball","Lucas","Platinum","English","True","077B765E","077B765E","7","4","21","6","18","5","19683","27","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","2","0","0","0","27","0","False","False","False","False","62331","62322","1","15","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","8612","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-22: 0202 - WOBBUFFET - FD12D1DA25A8.pk5","WOBBUFFET","Wobbuffet","Relaxed","M","7822","Steel","Shadow Tag","Counter","Mirror Coat","Safeguard","Destiny Bond","(None)","143","26","40","30","39","23","Poké Transfer","(None)","Safari Ball","SEAN","Sapphire","English","True","D1DA25A8","D1DA25A8","15","12","4","28","13","14","19683","27","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","27","0","False","False","False","False","47942","55818","3113","20","20","25","5","0","0","0","0","(None)","(None)","(None)","(None)","64786","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-23: 0203 - GIRAFARIG - 1617D3AB0FD9.pk5","GIRAFARIG","Girafarig","Naive","M","7054","Ground","Inner Focus","Attract","(None)","(None)","(None)","(None)","22","13","12","14","10","15","Poké Transfer","(None)","Poké Ball","BRENDAN","Emerald","English","False","D3AB0FD9","D3AB0FD9","10","3","29","0","10","19","125","5","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","5","0","False","False","False","False","48605","26263","7017","15","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","5655","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-24: 0204 - PINECO - 0F7DD3AB0FD9.pk5","PINECO","Pineco","Naive","M","7054","Ground","Sturdy","Attract","(None)","(None)","(None)","(None)","20","11","15","8","8","7","Poké Transfer","(None)","Poké Ball","BRENDAN","Emerald","English","True","D3AB0FD9","D3AB0FD9","10","3","29","0","10","19","125","5","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","5","0","False","False","False","False","48605","26263","7017","15","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","3965","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-25: 0205 - FORRETRESS - 27CD260F538C.pk5","FORRETRESS","Forretress","Hasty","M","3760","Ice","Sturdy","Explosion","Protect","Bide","Rapid Spin","(None)","122","84","115","66","57","55","Poké Transfer","(None)","Ultra Ball","WES","Colosseum/XD","English","True","260F538C","260F538C","11","4","8","23","1","25","79507","43","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","43","0","False","False","False","False","42772","33102","1227","5","10","10","40","0","0","0","0","(None)","(None)","(None)","(None)","10189","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-26: 0206 - DUNSPARCE - 3BFBD5AEBBAD.pk5","DUNSPARCE","Dunsparce","Quiet","M","3520","Fighting","Run Away","Spite","Glare","Yawn","Take Down","(None)","112","60","52","55","51","33","Poké Transfer","(None)","Ultra Ball","WES","Colosseum/XD","English","True","D5AEBBAD","D5AEBBAD","10","28","5","8","12","8","35937","33","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","33","0","False","False","False","False","42772","33102","1227","10","30","10","20","0","0","0","0","(None)","(None)","(None)","(None)","15355","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-27: 0207 - GLIGAR - BDD3D1270D5F.pk5","GLIGAR","Gligar","Gentle","F","7055","Fighting","Sand Veil","Feint Attack","Sand Attack","Poison Sting","Slash","(None)","113","81","87","48","77","81","Poké Transfer","(None)","Ultra Ball","WES","Colosseum/XD","English","True","D1270D5F","D1270D5F","10","27","4","30","22","8","71833","43","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","43","0","False","False","False","False","42772","33102","1227","20","15","35","20","0","0","0","0","(None)","(None)","(None)","(None)","48595","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-28: 0208 - STEELIX - 36E329F0B26A.pk5","STEELIX","Steelix","Calm","F","4979","Flying","Rock Head","Tackle","Screech","Bind","Rock Throw","(None)","49","26","64","21","27","15","Poké Transfer","(None)","Great Ball","RED","FireRed","English","True","29F0B26A","29F0B26A","30","2","22","10","16","13","2843","14","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","14","0","False","False","False","False","27719","26186","321","35","40","20","15","0","0","0","0","(None)","(None)","(None)","(None)","14051","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-29: 0209 - SNUBBULL - 06E6D3AB0FD9.pk5","SNUBBULL","Snubbull","Naive","M","7054","Ground","Intimidate","Attract","(None)","(None)","(None)","(None)","21","13","11","9","8","8","Poké Transfer","(None)","Poké Ball","BRENDAN","Emerald","English","False","D3AB0FD9","D3AB0FD9","10","3","29","0","10","19","100","5","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","5","0","False","False","False","False","48605","26263","7017","15","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","1766","70","1","1","1","2020","5","27"
"Black 1.sav @ [07] (BOX 7)-30: 0210 - GRANBULL - 1009D793031F.pk5","GRANBULL","Granbull","Docile","F","6801","Bug","Intimidate","Bite","Scary Face","Roar","(None)","(None)","142","110","74","68","67","46","Poké Transfer","(None)","Ultra Ball","WES","Colosseum/XD","English","True","D793031F","D793031F","27","6","12","27","26","7","63605","43","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","43","0","False","False","False","False","42772","33102","1227","25","10","20","0","0","0","0","0","(None)","(None)","(None)","(None)","4105","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-01: 0211 - QWILFISH - CD43F8DBAFB7.pk5","QWILFISH","Qwilfish","Timid","M","2797","Grass","Swift Swim","Pin Missile","Minimize","Poison Sting","(None)","(None)","91","69","61","42","46","77","Poké Transfer","(None)","Great Ball","WES","Colosseum/XD","English","True","F8DBAFB7","F8DBAFB7","16","30","21","4","15","27","35937","33","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","33","0","False","False","False","False","42772","33102","1227","20","20","35","0","0","0","0","0","(None)","(None)","(None)","(None)","52547","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-02: 0212 - SCIZOR - 0AF17EA5A836.pk5","SCIZOR","Scizor","Bashful","F","6866","Grass","Swarm","Focus Energy","Pursuit","False Swipe","Agility","(None)","68","68","52","31","43","36","Poké Transfer","(None)","Safari Ball","RED","FireRed","English","True","7EA5A836","7EA5A836","14","15","6","6","7","7","13185","23","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","23","0","False","False","False","False","27719","26186","321","30","20","40","30","0","0","0","0","(None)","(None)","(None)","(None)","2801","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-03: 0213 - SHUCKLE - C7DEE1602EBF.pk5","SHUCKLE","Shuckle","Careful","M","6651","Steel","Sturdy","Safeguard","Encore","Rest","Bide","(None)","81","26","220","15","242","11","Poké Transfer","(None)","Master Ball","WES","Colosseum/XD","English","True","E1602EBF","E1602EBF","18","27","19","7","18","5","83335","45","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","45","0","False","False","False","False","42772","33102","1227","25","5","10","10","0","0","0","0","(None)","(None)","(None)","(None)","51166","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-04: 0214 - HERACROSS - 3D6641F71E45.pk5","HERACROSS","Heracross","Docile","F","3062","Dragon","Guts","Reversal","Endure","Counter","Brick Break","(None)","129","123","85","53","99","88","Poké Transfer","(None)","Master Ball","WES","Colosseum/XD","English","True","41F71E45","41F71E45","5","13","28","27","19","15","113906","45","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","45","0","False","False","False","False","42772","33102","1227","15","10","20","15","0","0","0","0","(None)","(None)","(None)","(None)","15718","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-05: 0215 - SNEASEL - B96DEE126838.pk5","SNEASEL","Sneasel","Hasty","F","4293","Dragon","Inner Focus","Taunt","Counter","Rest","Sleep Talk","(None)","12","7","5","5","6","7","Poké Transfer","Day-Care Couple","Poké Ball","Ethan","SoulSilver","English","True","EE126838","EE126838","25","24","27","25","21","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","1","0","False","False","False","False","48623","50082","4041","20","20","10","10","0","0","0","0","(None)","(None)","(None)","(None)","47469","70","2019","11","30","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-06: 0216 - TEDDIURSA - 243DD3AB0FD9.pk5","TEDDIURSA","Teddiursa","Naive","M","7054","Ground","Pickup","Attract","(None)","(None)","(None)","(None)","21","13","11","10","9","9","Poké Transfer","(None)","Poké Ball","BRENDAN","Emerald","English","True","D3AB0FD9","D3AB0FD9","10","3","29","0","10","19","125","5","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","5","0","False","False","False","False","48605","26263","7017","15","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","9277","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-07: 0217 - URSARING - 395A92825784.pk5","URSARING","Ursaring","Calm","M","6304","Ground","Guts","Feint Attack","Fake Tears","Lick","Slash","(None)","145","116","81","79","93","54","Poké Transfer","(None)","Master Ball","WES","Colosseum/XD","English","True","92825784","92825784","21","17","21","16","28","1","91125","45","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","45","0","False","False","False","False","42772","33102","1227","20","20","30","20","0","0","0","0","(None)","(None)","(None)","(None)","14682","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-08: 0218 - SLUGMA - CC771057CC4C.pk5","SLUGMA","Slugma","Jolly","F","7043","Fire","Magma Armor","Yawn","Smog","(None)","(None)","(None)","19","10","10","10","9","7","Poké Transfer","(None)","Poké Ball","BRENDAN","Emerald","English","True","1057CC4C","1057CC4C","19","29","30","14","9","10","125","5","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","5","0","False","False","False","False","48605","26263","7017","10","20","0","0","0","0","0","0","(None)","(None)","(None)","(None)","52343","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-09: 0219 - MAGCARGO - 70A24CB517E3.pk5","MAGCARGO","Magcargo","Sassy","M","2922","Electric","Flame Body","Yawn","Smog","Ember","Rock Throw","(None)","115","64","129","79","100","29","Poké Transfer","(None)","Master Ball","BRENDAN","Emerald","English","True","4CB517E3","4CB517E3","29","30","30","1","27","2","97336","46","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","46","0","False","False","False","False","48605","26263","7017","10","20","25","15","0","0","0","0","(None)","(None)","(None)","(None)","28834","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-10: 0220 - SWINUB - F51E09E38EAD.pk5","SWINUB","Swinub","Mild","M","4329","Ice","Snow Cloak","Ancient Power","Endure","Dig","Blizzard","(None)","12","6","5","5","5","6","Poké Transfer","Day-Care Couple","Poké Ball","Ethan","SoulSilver","English","True","09E38EAD","09E38EAD","23","18","30","9","29","31","0","1","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","1","0","False","False","False","False","48623","50082","4041","5","10","10","5","0","0","0","0","(None)","(None)","(None)","(None)","62750","70","2019","11","30","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-11: 0221 - PILOSWINE - 7C6A26AA9004.pk5","PILOSWINE","Piloswine","Gentle","F","5845","Electric","Oblivious","Tackle","Odor Sleuth","Ice Shard","Endure","(None)","109","77","54","49","59","38","Poké Transfer","(None)","Ultra Ball","RED","FireRed","English","True","26AA9004","26AA9004","1","15","7","16","29","1","45673","33","0","16","11","0","0","4","0","0","0","0","0","0","N/A","-1","1","0","0","0","33","0","False","False","False","False","27719","26186","321","35","40","30","10","0","0","0","0","(None)","(None)","(None)","(None)","31850","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-12: 0222 - CORSOLA - 3FA4D3AB0FD9.pk5","CORSOLA","Corsola","Naive","M","7054","Ground","Hustle","Attract","(None)","(None)","(None)","(None)","21","10","14","11","12","9","Poké Transfer","(None)","Poké Ball","BRENDAN","Emerald","English","False","D3AB0FD9","D3AB0FD9","10","3","29","0","10","19","100","5","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","5","0","False","False","False","False","48605","26263","7017","15","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","16292","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-13: 0223 - REMORAID - 918B019A3726.pk5","REMORAID","Remoraid","Adamant","F","1751","Psychic","Hustle","Bubble Beam","Lock-On","Psybeam","Aurora Beam","(None)","47","40","19","30","19","35","Poké Transfer","(None)","Great Ball","WES","Colosseum/XD","English","True","019A3726","019A3726","18","31","3","15","1","22","8000","20","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","20","0","False","False","False","False","42772","33102","1227","20","5","20","20","0","0","0","0","(None)","(None)","(None)","(None)","37259","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-14: 0224 - OCTILLERY - 1138D3AB0FD9.pk5","OCTILLERY","Octillery","Naive","M","7054","Ground","Suction Cups","Attract","(None)","(None)","(None)","(None)","116","92","78","91","63","53","Poké Transfer","(None)","Poké Ball","BRENDAN","Emerald","English","True","D3AB0FD9","D3AB0FD9","10","3","29","0","10","19","68921","41","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","41","0","False","False","False","False","48605","26263","7017","15","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","4408","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-15: 0225 - DELIBIRD - EF546CE282BA.pk5","DELIBIRD","Delibird","Bold","M","7627","Psychic","Hustle","Blizzard","Attract","Present","(None)","(None)","107","51","58","70","55","86","Poké Transfer","(None)","Timer Ball","WES","Colosseum/XD","English","True","6CE282BA","6CE282BA","27","6","17","15","23","30","72900","45","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","45","0","False","False","False","False","42772","33102","1227","5","15","15","0","0","0","0","0","(None)","(None)","(None)","(None)","61268","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-16: 0226 - MANTINE - 120AC089EA5C.pk5","MANTINE","Mantine","Hardy","F","1370","Dark","Swift Swim","Wing Attack","Supersonic","Bubble Beam","Take Down","(None)","112","39","70","81","125","70","Poké Transfer","(None)","Great Ball","WES","Colosseum/XD","English","True","C089EA5C","C089EA5C","25","3","19","23","15","21","83572","40","8","15","23","35","24","12","0","0","0","0","0","0","N/A","-1","1","0","0","0","40","0","False","False","False","False","42772","33102","1227","35","20","20","20","0","0","0","0","(None)","(None)","(None)","(None)","4618","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-17: 0227 - SKARMORY - 2FB5D3AB0FD9.pk5","SKARMORY","Skarmory","Naive","M","7054","Ground","Keen Eye","Attract","(None)","(None)","(None)","(None)","101","66","122","35","55","71","Poké Transfer","(None)","Poké Ball","BRENDAN","Emerald","English","False","D3AB0FD9","D3AB0FD9","10","3","29","0","10","19","68590","38","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","38","0","False","False","False","False","48605","26263","7017","15","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","12213","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-18: 0228 - HOUNDOUR - 2CB2D3AB0FD9.pk5","HOUNDOUR","Houndour","Naive","M","7054","Ground","Early Bird","Attract","(None)","(None)","(None)","(None)","86","51","38","65","41","67","Poké Transfer","(None)","Poké Ball","BRENDAN","Emerald","English","False","D3AB0FD9","D3AB0FD9","10","3","29","0","10","19","68590","38","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","38","0","False","False","False","False","48605","26263","7017","15","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","11442","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-19: 0229 - HOUNDOOM - C987EE759256.pk5","HOUNDOOM","Houndoom","Relaxed","F","3972","Bug","Flash Fire","Feint Attack","Howl","Smog","Flamethrower","(None)","140","96","60","113","96","93","Poké Transfer","(None)","Master Ball","WES","Colosseum/XD","English","True","EE759256","EE759256","21","10","5","5","30","18","138240","48","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","1","0","0","0","48","0","False","False","False","False","42772","33102","1227","20","40","20","15","0","0","0","0","(None)","(None)","(None)","(None)","51591","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-20: 0230 - KINGDRA - 0FAC2176D58C.pk5","KINGDRA","Kingdra","Rash","M","7839","Flying","Swift Swim","Twister","Smokescreen","Leer","Water Gun","(None)","97","74","73","71","63","66","Poké Transfer","(None)","Ultra Ball","RED","FireRed","English","True","2176D58C","2176D58C","24","25","21","0","14","22","34525","32","0","13","18","0","0","5","0","0","0","0","0","0","N/A","-1","0","0","0","0","32","0","False","False","False","False","27719","26186","321","20","20","30","25","0","0","0","0","(None)","(None)","(None)","(None)","4012","70","1","1","1","2020","5","27"
"Black 1.sav @ [08] (BOX 8)-21: 0231 - PHANPY - 3950D3AB0FD9.pk5","PHANPY","Phanpy","Naive","M","7054","Ground","Pickup","Attract","(None)","(None)","(None)","(None)","126","54","64","37","36","48","Poké Transfer","(None)","Poké Ball","BRENDAN","Emerald","English","True","D3AB0FD9","D3AB0FD9","10","3","29","0","10","19","64000","40","0","0","0","0","0","0","0","0","0","0","0","0","N/A","-1","0","0","0","0","40","0","False","False","False","False","48605","26263","7017","15","0","0","0","0","0","0","0","(None)","(None)","(None)","(None)","14672","70","1","1","1","2020","5","27"
